source_sentence ,target_sentence
"III. Ratificar el nombramiento que el Presidente de la República haga del Secretario del ramo en materia de Hacienda, salvo que se opte por un gobierno de coalición, en cuyo caso se estará a lo dispuesto en la fracción II del artículo 76 de esta Constitución; así como de los demás empleados superiores de Hacienda;","III. Si?ikixi?ya jè xá ra si?inga?tsja jè Xi?ta?xá ítjòn ra batéxoma la? nangi ra satéxoma?ta ná Jè ra be a??ta ?tse? xa?jo?n ra ya? kjijtín ra a??ta ?tse? jè ra be ra a??ta ?tse? to?n, ta?jngo ni nga mì tsa ko??sín ko?ma tsa ?kia? nga jè tjáijin xi?ta?xá ra ko? texoma ñánda? nga kjìn jtín tjíkjo, ko? tsa ?kia? nga ko??sín ?se? kjoa?, ?koa?á ?sín ko?ma koni ?sín tso ya? ñánda? nga chi chiba majoya ?én ra ma ni jò ya? jtín ?tse? kjoa?téxoma ra ma ni jan kan ko? chrjo?òn jngo ?tse? Xa?jo?n tja?tsin ?tse? Kjoa?téxo ra?ma kìi?; ko? ?koa?á ti? ?sín ?se? te a??ta ?tse? xi?ta? ra tjíhijo ítjon ra ya? si?íxá?ta la? ya? ñánda? jè be ra a??ta ?tse? to?n;"
"IV. Aprobar anualmente el Presupuesto de Egresos de la Federación, previo examen, discusión y, en su caso, modificación del Proyecto enviado por el Ejecutivo Federal, una vez aprobadas las contribuciones que, a su juicio, deben decretarse para cubrirlo. Asimismo, podrá autorizar en dicho Presupuesto las erogaciones plurianuales para aquellos proyectos de inversión en infraestructura que se determinen conforme a lo dispuesto en la ley reglamentaria; las erogaciones correspondientes deberán incluirse en los subsecuentes Presupuestos de Egresos.","IV. Xki? nó jñà tsjá ?én la? a??ta ?tse? kó?ki to?n kje?eya a??ta ?tse? Jè ra jè tjíjtín ijye la?, tanga ra ti? ngi tjá?ta ni, ko? ti? ngi nda kjòn tíchibaya ni, ko? tsa ?kia? nga ko??sín fì kjoa?, katamaxi?tse?ya a??ta ?tse? Jè kjoa? ra ?sa? kjo?tsíjen yá ra jè síkasén jè ra be nga nga katitjasòn kjoa?téxoma nangi ra chja??nda xi?ta?, ?kia? nga ijye ki?tjo kjo?ixi? nga ijyeé nda tjín kó?sín nga jñà xi?ta? ki?íchjítji, ?kia?, tsa ko??sín bijchó kjo?bítsjen la?, tjíné la? nga ko??sín ki?tjo kjo?ixi? mé ni nga ijye ko??sín kata?se. Ko? ?koa?á ti? ?sín, ko?maá katatjó?nde ra a??ta ?tse? Kó?ki jchóson ra a??ta ?tse? to?n jñà ra ko??bíya ra xki? nó machjeén ra ?tse? kjoa? ra ?se? ko?tsíjen yá ra si?ngito?n a??ta ?tse? ni?ya ra ma si?nda ra ya? kó?sín sko?óson la? koni ?sín tsò ya? kjoa?téxoma ra minchándi?yá xi?ta?; jñà ra ko??bíya ra ijye ko??sín kjine la?, tjíne la? nga ya? katafaha?sen ta la? ra ya? fìtji?ngi la? a??ta ?tse? to?n ra jchóson la? ra kje?eya."
"El Ejecutivo Federal hará llegar a la Cámara la Iniciativa de Ley de Ingresos y el Proyecto de Presupuesto de Egresos de la Federación a más tardar el día 8 del mes de septiembre, debiendo comparecer el secretario de despacho correspondiente a dar cuenta de los mismos. La Cámara de Diputados deberá aprobar el Presupuesto de Egresos de la Federación a más tardar el día 15 del mes de noviembre.","Jè ra be nga katitjason kjoa?téxoma ra Jé tjíjtín ijye la? ?koa?á ?sín si?ikasén ya? ñánda? nga tjítsa?jna ra maxkóya koni sín nga mejèn la? nga ?se? kjoa?téxoma ra ?tse? to?n ra faha?sen ko? jè kjoa? ra a?skan jcha? la? ?tse? to?n ra tje?n tíchoson la? kó?ki nga kje?heya ra ya? nchrabá ni a??ta ?tse? jè ra Jè tjíjtín ijye la?, nga mì ki ko?to la? skanda kjo jìn sá ra ma ni ijan ?tse? jngo nó, nga tjíne la? nga ya? ki?jcho tsjá ?én la? jè ra be ra a??ta ?tse? xa?jo?n ra jè xá tjín la? nga jè ko?tso nga ya? bako??ta la? nga jè tsjá kinda? ra ko?ti?mi la?. Ya? ñánda? nga bitsa?jtín ra xá ?tse? na?xi?ndá tjín la? nga jo?óya ni kjoa?téxoma, tjíné la? nga tjsá ?én la? nga ijyeé nda tjín Jè to?n ra jchóson la? nga kje?eya ra a??ta ?tse? Jè ra jè tjíjtín ijye la? ?kia? nga ti? kje bato ni?chjin ra kjo chrjo?on sá ra ma ni tengo ?tse? jngo nó."
"Cuando inicie su encargo en la fecha prevista por el artículo 83, el Ejecutivo Federal hará llegar a la Cámara la iniciativa de Ley de Ingresos y el proyecto de Presupuesto de Egresos de la Federación a más tardar el día 15 del mes de noviembre.","?Kia? nga ki?i?tsia? jè xa? la? koni ?sín nga tíchja? ya? jtín ?tse? kjoa?téxoma ra ma ni ijon kan ko? jàn, Jè ra be nga katitjason kjoa?téxoma ra jè Tjíjtín ijye la? ?koa?á ?sín si?ikasén ya? Ñánda? tjítsa?jna ra maxkóya koni sín nga mejèn la? nga ?se? kjoa?téxoma ra ?tse? to?n ra faha?sen ko? jè kjoa? ra a?skan jcha? la? ?tse? to?n ra tje?n tíchoson la? kó?ki nga kje?heya ra ya? nchrabá ni a??ta ?tse? jè ra Jè tjíjtín ijye la?, ?kia? nga ti? kje bato kjo chrjo?òn sá ra ma ni te jngo ?tse? jngo nó."
"No podrá haber otras partidas secretas, fuera de las que se consideren necesarias, con ese carácter, en el mismo presupuesto; las que emplearán los secretarios por acuerdo escrito del Presidente de la República.","Mi ki ma jìn nga ?se? jngo to?n ra ta xìn si?jnama, ra ta ko??sín jnchóson la? nga ko?chjeén ra ta ko??sín si?jna, ra ti? ya? kji?nchraba ni ra ijye kichoson la?; jñà ra si?ichjeén jñà ra be ra a??ta ?tse? xa?jo?n ?kia? nga ijye ko??sín itjo ?én ra ?tse? jè Xi?ta?xá ítjòn ra batéxoma la? nangi ra satéxoma?ta ná."
"Sólo se podrá ampliar el plazo de presentación de la iniciativa de Ley de Ingresos y del Proyecto de Presupuesto de Egresos, cuando medie solicitud del Ejecutivo suficientemente justificada a juicio de la Cámara o de la Comisión Permanente, debiendo comparecer en todo caso el Secretario del Despacho correspondiente a informar de las razones que lo motiven;","Ta ?kia? ní nga ma ki? isa? la? ni?chjin ra ti?bi la? nga ma si?íkíjna masen koni sín nga mejèn la? nga ?se? kjoa?téxoma ra ?tse? to?n ra faha?sen ko? jè kjoa? ra a?skan jcha? la? ?tse? to?n ra tje?n tíchoson la? kó?ki nga kje?heya, ?kia? nga jngo xa?jo?n si?íkájna masen ñánda? nga si?íjé Jè ra be nga katitjason kjoa?téxoma ra ngi nda kjòn ko?ki?tso? koni ?sín nga tsjá ?én ya? ñánda? nga maxkóya jñá ra bitsa?jtín ko? tsa jñà Tjín la? xá nga tjítsa?jna ki?ta, nga takó tjíne la? nga ki?jchó tsjá ?én la? Jè ra be a??ta ?tse? xa?jo?n ra jè bachrje ?én nga jè bako??ta la? nga ?ke?ena?jmí mé kjoa? ni nga ko??sín ?sín;"
V. Declarar si ha o no lugar a proceder penalmente contra los servidores públicos que hubieren incurrido en delito en los términos del artículo 111 de esta Constitución.,V. Ko??sín tsjá ?én la? tsa ma ní ko? tsa mí ki tjí?nde nga ma koa?àngi nga katafì nda?yá jñà xi?ta? ra xá ?tse? na?xi?ndá tjín la? ra si?ikato chi?ba? la? koni ?sín nga tíchja? jè jtín ?tse? kjoa?téxoma ra ma ni jngo sindo? ko? te jngo ?tse? Xa?jo?n tja?tsin ?tse? Kjoa?téxoma ra?kìi?.
Conocer de las imputaciones que se hagan a los servidores públicos a que se refiere el artículo 110 de esta Constitución y fungir como órgano de acusación en los juicios políticos que contra éstos se instauren.,Katabe mé kjoa? ra ska?ne la? jñà ra xá ?tse? na?xi?ndá tjín la? ra ko??sín títso la? jè jtín ?tse? kjoa?téxoma ra ma ni jngo sindo? ko? te ?tse? Xa?jo?n tja?tsin ?tse? Kjoa?téxoma ra?kìi? ko? si?itjason koni jngo jtín ra jngo tjín ra ma bángi kó?sín nga si?ndajín la? jñà jtín ?tse? xi?ta? ra bátsji xi?ta?xá koni ?sín tjín kjoa? ra ska?ne la?.
"VI. Revisar la Cuenta Pública del año anterior, con el objeto de evaluar los resultados de la gestión financiera, comprobar si se ha ajustado a los criterios señalados por el Presupuesto y verificar el cumplimiento de los objetivos contenidos en los programas.","VI. Katakjó?ta kó?ki to?n kjochjeén ra a??ta ?tse? xi?ta?xá ?tse? nó ra ijye tsato, nga jè tje?n ngi nga sko?ó?tá?yáson ko? mé ra kisako a??ta ?tse to?n ra tsixkan tji, nda kata?ya la? a ?koa?á ?sín ya? kjóngáson ko? koni ?sín tsò ?én ra itjo a??ta ?tse? Jè to?n ra tje?n choson la? nga kje?eya ko? katachítsíjen nda la? nga katabitjason jè kjoa? ra tje?n ngi ra ya? ko??sín títso ya? jè xá ra ijye ko??sín tjínda nga ko?ma."
"La revisión de la Cuenta Pública la realizará la Cámara de Diputados a través de la Auditoría Superior de la Federación. Si del examen que ésta realice aparecieran discrepancias entre las cantidades correspondientes a los ingresos o a los egresos, con relación a los conceptos y las partidas respectivas o no existiera exactitud o justificación en los ingresos obtenidos o en los gastos realizados, se determinarán las responsabilidades de acuerdo con la Ley. En el caso de la revisión sobre el cumplimiento de los objetivos de los programas, dicha autoridad sólo podrá emitir las recomendaciones para la mejora en el desempeño de los mismos, en los términos de la Ley.","?Kia? nga tjá?ta kó?ki to?n kjochjeén ra a??ta ?tse? xi?ta?xá jñà ní ra ko??sín ?si?in Jñà ra bitsa?jtín nga xá ?tse? na?xi?ndá tjín la? nga bachrje kjoa?téxoma ?kia? nga ko? jè i??nde ra bátsjiya a ndaá tjín ra jè isa? ?ñó tíjna ítjon ra ya? nchrabá ni jè ra Jè tjíjtín ijye la?. Tsa ?kia? nga ijye ko?ma nga sko?ótá?yá ko? ko??sín sa?ko mì ki mangáson kjo kó?ki tse tjín ni to?n ra ya? bako? la? jè ra jaha?sen ko? ra ijyeèya, ra a??ta ?tse? kó?sín kjochjeén ko? koni ?sín tjíne la? nga kjojoya ñánda? nga bako? la? ko? tsa ?kia? mì ki tsa ko??sín nda ko?tsíjen yá ko? tsa mì nda jcha? la? kó?ki tjín ni to?n ra jaha?sen ko? tsa jè ijyeèya, ?koa?á ?sín jñà ska?ne la? kjoa? koni ?sín nga jè kjoa?téxoma tíchja?. Ta a??ta ?tse? ?kia? nga tjá?ta kó?sín nga katabitjason mé ra tje?n ngi la? xá ra ijye tjínda nga ko?ma, jè ra ki xá tíjna ni ra ko?ti?mi la? ta ?kia? ní ko?ma tsjá ?én la? kó?sín nga katamakonda? mé ni nga katamandachon ni koni ?sín nga i?nchi?sín jñà ra ko?ti?mi la? koni ?sín nga jè kjoa?téxoma koson la?."
"La Cuenta Pública del ejercicio fiscal correspondiente deberá ser presentada a la Cámara de Diputados a más tardar el 30 de abril del año siguiente. Sólo se podrá ampliar el plazo de presentación en los términos de la fracción IV, último párrafo, de este artículo; la prórroga no deberá exceder de 30 días naturales y, en tal supuesto, la Auditoria Superior de la Federación contará con el mismo tiempo adicional para la presentación del Informe General Ejecutivo del resultado de la Fiscalización Superior de la Cuenta Pública.","Jè kó?ki to?n kjochjeén ra a??ta ?tse? xi?ta?xá ?kia? nga kjóxáxko? to?n ra ya? bako??ta la?, tjíné la? nga ya? si?jna masen la? Jñà ra bitsa?jtín nga xá ?tse? na?xi?ndá tjín la? nga bachrje kjoa?téxoma ?kia? nga ti?kje bijchó kjo katé sá ra ma ni ijon ?tse nó ra fì. Ta ?koa?á ?ki nga ko?ma ska?son isa la? ni?chjin nga ma ki?jchoko? koni ?sín nga tíchja? ya? ñánda? nga chi chiba majoya ?én ra ma ni ijon, ya? ñánda? nga majoya ?én ra fehe ta ni ya? jtín ?tse? kjoa?téxoma ra?kìi?; jè ra jchíñakjoa? la? mì ki tjíne la? ra skanda katé ni?chjin ko?tone la?, ko? tsa ?kia? nga ko??sín ko?ma jngó jngó Jtín ra isa? ?nga tíjna ra nda kjòn bátsjiya a ndaá tjín, ra ya? chja? ni a??ta ?tse? ra jè Tjíjtín ijye la?, ?koa?á ti? tjín ni?chjin ra ta ki?son la? mé ni nga ma katabijchóko? ni jè ?én a??ta ?tse? mé ra kisako ?kia? itjá?ta a??ta jè kó?ki to?n kjochjeén ra a??ta ?tse? xi?ta?xá."
"La Cámara concluirá la revisión de la Cuenta Pública a más tardar el 31 de octubre del año siguiente al de su presentación, con base en el análisis de su contenido y en las conclusiones técnicas del Informe General Ejecutivo del resultado de la Fiscalización Superior, a que se refiere el artículo 79 de esta Constitución, sin menoscabo de que el trámite de las observaciones, recomendaciones y acciones promovidas por la Auditoría Superior de la Federación, seguirá su curso en términos de lo dispuesto en dicho artículo.","Jñá ra maxkóya ra bitsa?jnajtín ?koa?á ?sín si?ikje?ta nga sko?ó?ta kó?ki to?n kjochjeén ra a??ta ?tse? xi?ta?xá ?kia? nga ti? kje bijchó katéjngo ?tse? sá ra ma ni tengo ?tse? jè nó ra fì, nga ma?tsia? ni ?kia? nga ijchoko? jè ?én a??ta ?tse? mé xá ra kjomà, nga jè tjábé ni kó?sín nga itjá?tajin mé ?én ra ?ya ko? kó?sín tsò ?én ra tsjá ra fehe ta ni ra ko? kjo?bítsjen tje?n ko? a??ta ?tse? ?én ra kisako ra ko?tso mé ra kjomà ra ?tse? jè Jtín ra isa? ?nga tíjna ra nda kjòn bátsjiya a ndaá tjín, ra ya? chja? ni a??ta ?tse? ra jè Tjíjtín ijye la?, ra ko??sín tsò la? jè jtín ?tse? kjoa?téxoma ra ma ni jan kan ko? chrjo?on ijon ?tse? Xa?jo?n tja?tsin ?tse? Kjoa?téxoma ra?kìi?, mì ki tsa tjíne la? nga ko?chiba nga jè xa?jo?n ra kjoa?ha?sen ra ya? ma ki?tjo ni ?én, ko? mé ?én ra ma ?ki? ra a??ta ?tse? ko? mé xá ra mejèn la? ?si?in jè Jtín ra isa? ?nga tíjna ra nda kjòn bátsjiya a ndaá tjín, ra ya? chja? ni a??ta ?tse? ra jè Tjíjtín ijye la?, ?koa?á ?sín ?siìn ki?ta koni ?sín nga tíchja? jè jtín ?tse? kjoa?téxoma ra ko?ti?mi la?."
La Cámara de Diputados evaluará el desempeño de la Auditoría Superior de la Federación y al efecto le podrá requerir que le informe sobre la evolución de sus trabajos de fiscalización,"Jñà ra bitsa?jtín nga xá ?tse? na?xi?ndá tjín la? nga bachrje kjoa?téxoma ?koa?á ?sín sko??tá?yáson ko? kó?sín nga ?si?in jè Jtín ra isa? ?nga tíjna ra nda kjòn bátsjiya a ndaá tjín, ra ya? chja? ni a??ta ?tse? ra jè Tjíjtín ijye la?, ra a??ta ?tse? kjoa? ra?kìi? ko?maá ko??sín si?íjé la? nga kata?béna?jmí la? kó?sín nga tífì jè xá la? ra tíbátsjiya a ndaá tjín;"
"VII. Aprobar el Plan Nacional de Desarrollo en el plazo que disponga la ley. En caso de que la Cámara de Diputados no se pronuncie en dicho plazo, el Plan se entenderá aprobado;","VII. Katatsjá ?én la? nga ijyeé nda tjín Jè Kjoa? ra ijye tjínda nga ko?ma ta nga tíjngo ya? Nangi je ná ra ma síkiìjin ná koni ?sín tjín ni?chjin nga jè kjoa?téxoma tsjá?nde. Ko? tsa ?kia? nga Jñà ra bitsa?jtín nga xá ?tse? na?xi?ndá tjín la? nga bachrje kjoa?téxoma mi ki tsjá ?én la? koni tjín ni?chjin ?ki? la?, ?koa?á ?sín si?jna ?én nga ijyeé nda tjín Kjoa? ra ijye tjínda nga ko?ma;"
"VIII. Designar, por el voto de las dos terceras partes de sus miembros presentes, a los titulares de los órganos internos de control de los organismos con autonomía reconocida en esta Constitución que ejerzan recursos del Presupuesto de Egresos de la Federación, y",VIII. Nga?tsì isa ra jè Xa?jo?n tja?tsin ?tse? Kjoa?téxoma ra?kìi? tjíne la? nga ko?ki?tso?.
IX. Las demás que le confiere expresamente esta Constitución.,IX. Ko? nga?tsì isa ra i?ka ra jè Xa?jo?n tja?tsin ?tse? kjoa?téxoma ra?kìi? tsjá?nde?la?.
"Artículo 75. La Cámara de Diputados, al aprobar el Presupuesto de Egresos, no podrá dejar de señalar la retribución que corresponda a un empleo que esté establecido por la ley; y en caso de que por cualquiera circunstancia se omita fijar dicha remuneración, se entenderá por señalada la que hubiere tenido fijada en el Presupuesto anterior o en la ley que estableció el empleo.","Jtín ?tse? kjoa?téxoma ra ma ni jan kan ko? chrjo?òn (75). Jñà ra bitsa?jtín nga xá ?tse? na?xi?ndá tjín la? nga bachrje kjoa?téxoma, ?kia? nga ijye tsjá kixi? ?én la? nga ijyeé nda tjín jè to?n ra tje?n tíchoson la? kó?ki nga kje?heya, mi kì ma nga ta ya? tsjín nga ko?ki?tso? kó?ki nga ko?chjítji ra bako? la? jngo xá ra ya? a??ta ?tse? kjoa?téxoma tíchja? nga ma ?se?; ko? tsa ?kia?, nga ta mé kjoa? ni mi ki mé ki ?én ki?tjo nga ma katamachjítji, ta ?koa?á ?sín si?jna ?én jè ?én ra ki?tjo koni ?sín kitsò a??ta ?tse? kó?ki nga ichoson la? ra ijye tsato ko? tsa majìn, a??ta ?tse? kjoa?téxoma ra tsikíjna tja?tsin jè xá ra?kìi?"
"En todo caso, dicho señalamiento deberá respetar las bases previstas en el artículo 127 de esta Constitución y en las leyes que en la materia expida el Congreso General.","Ni??sín ta kó?sín ko?ma, jè ?én ra ko?tí?mi la? tjíné la? nga ske?xkón koni ?sín nga ijye tíjna tja?tsin kjoa? ra ko?títso la? ya? jtín ?tse? kjoa?téxoma ra ma ni jngo sindo? ko? kaíto ?tse? Xa?jo?n tja?tsin ?tse? Kjoa?téxoma ra?kìi? ko? a??ta ?tse? jñà kjoa?téxoma ra ya? bako??ta la? nga ko??sín ko?chrje jè Jtín ra jè Be jiye."
"Los poderes federales Legislativo, Ejecutivo y Judicial, así como los organismos con autonomía reconocida en esta Constitución que ejerzan recursos del Presupuesto de Egresos de la Federación, deberán incluir dentro de sus proyectos de presupuestos, los tabuladores desglosados de las remuneraciones que se propone perciban sus servidores públicos. Estas propuestas deberán observar el procedimiento que para la aprobación del presupuesto de egresos, prevé el artículo 74 fracción IV de esta Constitución y demás disposiciones legales aplicables.","Jñà ra tjín la? nga?ñó ra jñà tjíjtín ijye la? ra bínda kjoa?téxoma, ra Jè be ijye ko? ra Bíndajín kjoa?, ko? ?koa? ti? ?sín te jñà jtín ra ta jngo tjín ra ta jñà be ijo la? ra ijye ko??sín ?yaxkon la? ya? Xa?jo?n tja?tsin ?tse? Kjoa?téxoma ra?kìi? ra jè si?íxáko? nga?ñó ra tjín a??ta ?tse? To?n ra tje?n tíchoson la? kó?ki nga kje?heya ra ya? nchrabá ni a??ta ?tse? jè ra Jè tjíjtín ijye la?, tjíné la? ya? kj?oa?à?sen jin la? a??ta ?tse? kjoa? ra ?sa? ko?tsíjen yá ra ?tse? kó?ki nga kje?eya to?n, jè ra bakón kó?ki nga si?jna chjí la? ra ya? ki?tjojin ni a??ta ?tse? kó?ki to?n si?ikijne ra ta tje?n ko??sín bitjo ni ?én nga ?ki? la? jñà ra xá ?tse? na?xi?ndá tjín la?. Jñà ?én ra ko??sín ta tje?n ki?tjo ni tjíné la? nga jè katakotsíjen la? kó?sín nga si?ko? mé ni nga ma ki?tjo ni kjo?ixi? nga ndaá tjín jè to?n ra ta tje? tíchoson la? kó?ki nga kje?eya, ra ya? ko?tso jè jtín ?tse? kjoa?téxoma ra ma ni jan kan ko? te ijon ya? ñánda? nga chi chiba majoya ?én ra ma ni ijon ?tse? Xa?jo?n tja?tsin ?tse? Kjoa?téxoma ra?kìi? ko? nga?tsì isa mé ?én ra ta? tjín isa ra ko? kjoa?téxoma ma ko??sín ko?ma."
Artículo 76. Son facultades exclusivas del Senado:,Jtín ?tse? kjoa?téxoma ra ma ni jan kan ko? chrjo?òn jngo (76). Ta jñá kjón tjín la? kjoa?téxoma Jñà ra bitsa?jtín nga xá ?tse? na?xi?ndá tjín la? nga jo?óya ni kjoa?téxoma nga:
I. Analizar la política exterior desarrollada por el Ejecutivo Federal con base en los informes anuales que el Presidente de la República y el Secretario del Despacho correspondiente rindan al Congreso.,"I. Sko?ó?tajin kó?sín nga ko?xá ko? jñà xi?ta? ra xìn nchrabá ni, ra mejèn la? nga ko??sín ?si?in Jè ra be nga katitjason kjoa?téxoma ra jè Tjíjtín ijye la? ra ya? tjábé ni a??ta ?tse? ?én ra tsjá jè xi?ta?xá ítjòn ra batéxoma la? nangi ra satéxoma?ta ná nga kó?sín tímaxá nga xki? nó Jè ra be a??ta ?tse? xa?jo?n ra jè bachrje ?én nga jè bako??ta la? tsjá la? ?én la? jè Jtín ra maxkóya."
"Además, aprobar los tratados internacionales y convenciones diplomáticas que el Ejecutivo Federal suscriba, así como su decisión de terminar, denunciar, suspender, modificar, enmendar, retirar reservas y formular declaraciones interpretativas sobre los mismos;","Ti??koa?á, ko?ki?tso? nga ndaá tjín tsa ?kia? mé kjo?ixi? ra bitjo ?kia? nga maxkó xi?ta? ra ta nga tíjngo i?sa?nde nchrabá ni ko? ?kia? nga bitsa?jtín xi?ta? chji?ne? kjoa?bítsjen ra Jè ra be nga katitjason kjoa?téxoma nga Tjíjtín ijye la? ?koa?à?ta í la?, ko? ?koa? ti? ?sín ko?ma ko?jo?óya ni nga si?ikjeè?ta, koa?à ngi, ki?ikjáya la?, si?ikjatjiya la?, ki?ì?ta ncho la?, kjoa?áxin ra tjíhijo?taxìn ko? ki?inda ?én ra tsjá ra sisin ?ke?èna?jmíya ra a??ta ?tse? ra tíchibaya ni;"
"II. Ratificar los nombramientos que el mismo funcionario haga de los Secretarios de Estado, en caso de que éste opte por un gobierno de coalición, con excepción de los titulares de los ramos de Defensa Nacional y Marina; del Secretario responsable del control interno del Ejecutivo Federal; del Secretario de Relaciones; de los embajadores y cónsules generales; de los empleados superiores del ramo de Relaciones; de los integrantes de los órganos colegiados encargados de la regulación en materia de telecomunicaciones, energía, competencia económica, y coroneles y demás jefes superiores del Ejército, Armada y Fuerza Aérea Nacionales, en los términos que la ley disponga;","II. Ko??sín si?ikixi?ya kjoa?, a??ta ?tse? xá ra si??ta ra ti? jè ni xi?ta? ra tjín la? xá ?tse? na?xi?ndá ki?inda ra a??ta ?tse? Jñà ra be ra a??ta ?tse? xa?jo?n ra ya? ?tse? jngo nangi, tsa ?kia? ni nga ko??sín ko?mejen la? nga kjín jtín katabásin sko? ra katabatéxoma, ta jñà ní ra mi ki ko?ma a??ta ?tse? jñà ta tjíhijo ítjon ra tjíjtín la? ra Basìko?tjí ná ta nga tíjngo ya? Nangi je ná ko? ya? ?tse? Ndáchikon; ko? ?tse? Jè ra be a??ta ?tse? xa?jo?n nga jñà na?xi?ndá nda katafiko? xákjién; ko? a??ta ?tse? jñà ra Nikasén nga i?jncha nga jo? la? xi?ta?xá ñánda? xìn ko? xi?ta? chji?ne? kjoa?bítsjen ra jñà be ijye; ko? a??ta ?tse? jñà ra isa? ?nga tjítsa?jna ra síxá?ta la? jñà ra tjíjtín la? ñánda? nga jñà na?xi?ndá nda katafiko? xákjién; ko? a??ta ?tse? jñà ra ya? chja? ni jtín ra jngo tjín nga tjítsa?jtín ra jè xá tjín la? nga síko?nda ra ya? bako??ta la? ?tse? jñà ki?cha? ra chja? ko? ra ma nakjoáya, nga?ñó ra tjín, kó?sín nga maxáko? to?n, ko? ?tse? jñà ra i?jncha ítjon la? chíchan, ko? ra kji?í isa xi?ta? ra tjítsa?jna íjton ra isa? ?nga tjítsa?jna ?tse? chíchan, jñà ra tjo? síxáko? ko? ra síxá ya? a?jin i?sén ta nga tíjngo ya? Nangi je ná, koni ?sín nga jè kjoa?téxoma tsjá?nde;"
"III. Autorizarlo también para que pueda permitir la salida de tropas nacionales fuera de los límites del País, el paso de tropas extranjeras por el territorio nacional y la estación de escuadras de otra potencia, por más de un mes, en aguas mexicanas.","III. Jñà katatsjá kjo?ixi? nga ti??koa? ma katatjo?nde nga ma katabitjojin kó?sín tje?n bijchó i??nde la? nangi ná jñà chíchan ra ya? ?tse? Nangi je ná, ko? nga nga ma katabatojin i? Nagi je ná chíchan ra xìn nangi ko? nga ma katabitsa?jna jngó jtín chíchan jñà ra isa? tse nga?ñó tjín la?, nga ni??sín katabatone la? ra jngo sá nga ma ya? katabitsa?jna ya? ñánda? tjín nandá ra ya? chja??nda jè Nangi je ná."
"IV. Dar su consentimiento para que el Presidente de la República pueda disponer de la Guardia Nacional fuera de sus respectivos Estados, fijando la fuerza necesaria.","IV. Ko??sín ma katatsá nde mé ni nga jè xi?ta?xá ítjòn ra batéxoma la? nangi ra satéxoma?ta ná ko?ma jè ske? kó?sín mejèn la? nga si?iko? Jñà ra síkonda? nga tíjngo jè Nangi je ná nga ma xìn ki?ji ya? nangi ñanda? nga chja? ni, nga nda katasíkonda? kó?ki ?tse nga?ñó machjeén."
"V. Declarar, cuando hayan desaparecido todos los poderes constitucionales de un Estado, que es llegado el caso de nombrarle un Gobernador provisional, quien convocará a elecciones conforme a las leyes constitucionales del mismo Estado. El nombramiento de Gobernador se hará por el Senado a propuesta en terna del Presidente de la República con aprobación de las dos terceras partes de los miembros presentes, y en los recesos, por la Comisión Permanente, conforme a las mismas reglas. El funcionario así nombrado, no podrá ser electo Gobernador constitucional en las elecciones que se verifiquen en virtud de la convocatoria que él expidiere. Esta disposición regirá siempre que las constituciones de los Estados no prevean el caso.","V. Ko??sín tsjá ?én la? ?kia? nga ijye jchi?ja nga?tsì ra tjín la? nga?ñó nga batéxoma ra ko? kjoa?téxoma tjíhijo ni ya? jngo Nangi, nga tsa ko??sín ki?jcho nga machjeén nga si??ta xá jngo ra ta chiba ni?chjin kíjna jngo Xi?ta?xá ra ko? texoma, ra ko??sín ko?chrje kjo?ixi? nga katasakó xi?ta?xá koni ?sín nga tíchja? jñà kjoa?téxoma ra ya? kjon nchrabá?ta ni Xa?jo?n tja?tsin ?tse? Kjoa?téxoma ra?kìi? ra ya? ?tse? jngo Nangi. ?Kia? nga si??ta xá jngo xi?ta? ra Ko? texoma, jñá ra bitsa?jtín nga jo?óya ni kjoa? ?tse? nangi ná ra ko??sín ?si?in, ko? maá nga jè Xi?ta?xá ítjòn ra batéxoma la? nangi ra satéxoma?ta ná sko?óson la? nga jàn xi?ta? koa?àtsji ko? nga jiye ko?ma maá tjsá ?én la? nga ijyeé nda tjín jè ra joya ?kia? nga jan ya ra tjítsa?jna kjon jñà ra ya? chja? ni, ko? ?kia? nga tjítsa?jna kjáya, jñà ma ko??sín ?si?in Jñà tjín la? xá nga ya? Tjítsa?jna ki?ta, koni ?sín nga tjín kjo?ixi? ra jñà minchándi?yá. Jè xi?ta? ra xá ?koa? koni ?sín nga ijye si??ta xá, mi ki ko?ma nga jè tjáhijin koni nga jè Ko? texoma ra ko? kjòn kjoa?téxoma ?kia? nga sa?kò xi?ta?xá ra ko??sín jcha? la? koni ?sín nga jè ko?chrje kjo?ixi? nga ko?katama. Koni ?sín nga tsò ?én ra tíbitjo, ?koa?á ?sín ko?ma ki?ta ?kia? nga jñà kjoa?téxoma ra tjíhijotja?tsin ?tse? jngo Nangi mì ki ti? ngi si?ikonnda? ni jngo kjoa?."
